grid_id,minx,miny,maxx,maxy,total_count
2719-96-01-10,119.65,23.258333333333,119.66,23.266666666667,2
2719-96-01-11,119.66,23.258333333333,119.67,23.266666666667,1
2719-96-01-12,119.67,23.258333333333,119.68,23.266666666667,1
2720-02-11-44,120.29,22.575,120.3,22.583333333333,3
2720-03-00-14,120.34,22.508333333333,120.35,22.516666666667,1
2720-03-00-24,120.34,22.516666666667,120.35,22.525,14
2720-03-00-33,120.33,22.525,120.34,22.533333333333,1
2720-03-00-44,120.34,22.533333333333,120.35,22.541666666667,1
2720-03-01-03,120.38,22.5,120.39,22.508333333333,1
2720-03-01-11,120.36,22.508333333333,120.37,22.516666666667,4
2720-03-01-20,120.35,22.516666666667,120.36,22.525,1
2720-03-01-23,120.38,22.516666666667,120.39,22.525,1
2720-03-01-32,120.37,22.525,120.38,22.533333333333,2
2720-03-01-33,120.38,22.525,120.39,22.533333333333,3
2720-03-01-42,120.37,22.533333333333,120.38,22.541666666667,1
2720-03-01-43,120.38,22.533333333333,120.39,22.541666666667,10
2720-03-10-01,120.31,22.541666666667,120.32,22.55,1
2720-03-10-10,120.3,22.55,120.31,22.558333333333,1
2720-03-10-11,120.31,22.55,120.32,22.558333333333,8
2720-03-10-20,120.3,22.558333333333,120.31,22.566666666667,1
2720-03-10-33,120.33,22.566666666667,120.34,22.575,1
2720-03-10-34,120.34,22.566666666667,120.35,22.575,2
2720-03-10-42,120.32,22.575,120.33,22.583333333333,1
2720-03-10-43,120.33,22.575,120.34,22.583333333333,1
2720-03-11-13,120.38,22.55,120.39,22.558333333333,4
2720-03-11-14,120.39,22.55,120.4,22.558333333333,4
2720-03-11-20,120.35,22.558333333333,120.36,22.566666666667,1
2720-03-11-23,120.38,22.558333333333,120.39,22.566666666667,5
2720-03-11-24,120.39,22.558333333333,120.4,22.566666666667,3
2720-03-11-31,120.36,22.566666666667,120.37,22.575,1
2720-03-11-40,120.35,22.575,120.36,22.583333333333,2
2720-03-11-41,120.36,22.575,120.37,22.583333333333,1
2720-03-11-43,120.38,22.575,120.39,22.583333333333,1
2720-04-00-01,120.41,22.5,120.42,22.508333333333,5
2720-04-00-03,120.43,22.5,120.44,22.508333333333,1
2720-04-00-11,120.41,22.508333333333,120.42,22.516666666667,21
2720-04-00-12,120.42,22.508333333333,120.43,22.516666666667,4
2720-04-00-13,120.43,22.508333333333,120.44,22.516666666667,4
2720-04-00-22,120.42,22.516666666667,120.43,22.525,8
2720-04-00-23,120.43,22.516666666667,120.44,22.525,1
2720-04-00-24,120.44,22.516666666667,120.45,22.525,3
2720-04-00-33,120.43,22.525,120.44,22.533333333333,5
2720-04-00-34,120.44,22.525,120.45,22.533333333333,1
2720-04-00-40,120.4,22.533333333333,120.41,22.541666666667,4
2720-04-00-41,120.41,22.533333333333,120.42,22.541666666667,1
2720-04-00-42,120.42,22.533333333333,120.43,22.541666666667,1
2720-04-00-43,120.43,22.533333333333,120.44,22.541666666667,1
2720-04-00-44,120.44,22.533333333333,120.45,22.541666666667,2
2720-04-01-00,120.45,22.5,120.46,22.508333333333,1
2720-04-01-01,120.46,22.5,120.47,22.508333333333,6
2720-04-01-02,120.47,22.5,120.48,22.508333333333,7
2720-04-01-03,120.48,22.5,120.49,22.508333333333,1
2720-04-01-04,120.49,22.5,120.5,22.508333333333,2
2720-04-01-10,120.45,22.508333333333,120.46,22.516666666667,1
2720-04-01-11,120.46,22.508333333333,120.47,22.516666666667,1
2720-04-01-12,120.47,22.508333333333,120.48,22.516666666667,2
2720-04-01-13,120.48,22.508333333333,120.49,22.516666666667,1
2720-04-01-14,120.49,22.508333333333,120.5,22.516666666667,2
2720-04-01-21,120.46,22.516666666667,120.47,22.525,3
2720-04-01-22,120.47,22.516666666667,120.48,22.525,9
2720-04-01-23,120.48,22.516666666667,120.49,22.525,5
2720-04-01-24,120.49,22.516666666667,120.5,22.525,1
2720-04-01-33,120.48,22.525,120.49,22.533333333333,2
2720-04-01-34,120.49,22.525,120.5,22.533333333333,1
2720-04-01-40,120.45,22.533333333333,120.46,22.541666666667,3
2720-04-01-41,120.46,22.533333333333,120.47,22.541666666667,1
2720-04-01-42,120.47,22.533333333333,120.48,22.541666666667,1
2720-04-01-43,120.48,22.533333333333,120.49,22.541666666667,1
2720-04-01-44,120.49,22.533333333333,120.5,22.541666666667,1
2720-04-10-02,120.42,22.541666666667,120.43,22.55,4
2720-04-10-03,120.43,22.541666666667,120.44,22.55,4
2720-04-10-04,120.44,22.541666666667,120.45,22.55,2
2720-04-10-10,120.4,22.55,120.41,22.558333333333,4
2720-04-10-14,120.44,22.55,120.45,22.558333333333,4
2720-04-10-20,120.4,22.558333333333,120.41,22.566666666667,1
2720-04-10-23,120.43,22.558333333333,120.44,22.566666666667,6
2720-04-10-24,120.44,22.558333333333,120.45,22.566666666667,1
2720-04-10-34,120.44,22.566666666667,120.45,22.575,1
2720-04-10-44,120.44,22.575,120.45,22.583333333333,1
2720-04-11-00,120.45,22.541666666667,120.46,22.55,1
2720-04-11-03,120.48,22.541666666667,120.49,22.55,2
2720-04-11-04,120.49,22.541666666667,120.5,22.55,1
2720-04-11-13,120.48,22.55,120.49,22.558333333333,1
2720-04-11-23,120.48,22.558333333333,120.49,22.566666666667,1
2720-04-11-24,120.49,22.558333333333,120.5,22.566666666667,1
2720-04-11-30,120.45,22.566666666667,120.46,22.575,1
2720-04-11-31,120.46,22.566666666667,120.47,22.575,1
2720-04-11-32,120.47,22.566666666667,120.48,22.575,1
2720-04-11-42,120.47,22.575,120.48,22.583333333333,2
2720-04-11-44,120.49,22.575,120.5,22.583333333333,1
2720-05-00-00,120.5,22.5,120.51,22.508333333333,1
2720-05-00-01,120.51,22.5,120.52,22.508333333333,1
2720-05-00-02,120.52,22.5,120.53,22.508333333333,1
2720-05-00-03,120.53,22.5,120.54,22.508333333333,3
2720-05-00-04,120.54,22.5,120.55,22.508333333333,4
2720-05-00-10,120.5,22.508333333333,120.51,22.516666666667,6
2720-05-00-11,120.51,22.508333333333,120.52,22.516666666667,1
2720-05-00-12,120.52,22.508333333333,120.53,22.516666666667,1
2720-05-00-13,120.53,22.508333333333,120.54,22.516666666667,1
2720-05-00-14,120.54,22.508333333333,120.55,22.516666666667,3
2720-05-00-20,120.5,22.516666666667,120.51,22.525,2
2720-05-00-21,120.51,22.516666666667,120.52,22.525,1
2720-05-00-22,120.52,22.516666666667,120.53,22.525,1
2720-05-00-23,120.53,22.516666666667,120.54,22.525,1
2720-05-00-24,120.54,22.516666666667,120.55,22.525,1
2720-05-00-30,120.5,22.525,120.51,22.533333333333,2
2720-05-00-31,120.51,22.525,120.52,22.533333333333,1
2720-05-00-33,120.53,22.525,120.54,22.533333333333,2
2720-05-00-34,120.54,22.525,120.55,22.533333333333,1
2720-05-00-40,120.5,22.533333333333,120.51,22.541666666667,4
2720-05-00-41,120.51,22.533333333333,120.52,22.541666666667,3
2720-05-00-42,120.52,22.533333333333,120.53,22.541666666667,2
2720-05-00-43,120.53,22.533333333333,120.54,22.541666666667,2
2720-05-00-44,120.54,22.533333333333,120.55,22.541666666667,3
2720-05-01-00,120.55,22.5,120.56,22.508333333333,1
2720-05-01-01,120.56,22.5,120.57,22.508333333333,1
2720-05-01-02,120.57,22.5,120.58,22.508333333333,1
2720-05-01-03,120.58,22.5,120.59,22.508333333333,1
2720-05-01-10,120.55,22.508333333333,120.56,22.516666666667,1
2720-05-01-11,120.56,22.508333333333,120.57,22.516666666667,1
2720-05-01-12,120.57,22.508333333333,120.58,22.516666666667,1
2720-05-01-13,120.58,22.508333333333,120.59,22.516666666667,2
2720-05-01-14,120.59,22.508333333333,120.6,22.516666666667,1
2720-05-01-20,120.55,22.516666666667,120.56,22.525,1
2720-05-01-21,120.56,22.516666666667,120.57,22.525,1
2720-05-01-22,120.57,22.516666666667,120.58,22.525,2
2720-05-01-23,120.58,22.516666666667,120.59,22.525,1
2720-05-01-24,120.59,22.516666666667,120.6,22.525,2
2720-05-01-30,120.55,22.525,120.56,22.533333333333,1
2720-05-01-31,120.56,22.525,120.57,22.533333333333,2
2720-05-01-32,120.57,22.525,120.58,22.533333333333,1
2720-05-01-33,120.58,22.525,120.59,22.533333333333,1
2720-05-01-34,120.59,22.525,120.6,22.533333333333,1
2720-05-01-40,120.55,22.533333333333,120.56,22.541666666667,3
2720-05-01-41,120.56,22.533333333333,120.57,22.541666666667,1
2720-05-01-42,120.57,22.533333333333,120.58,22.541666666667,1
2720-05-01-43,120.58,22.533333333333,120.59,22.541666666667,5
2720-05-01-44,120.59,22.533333333333,120.6,22.541666666667,6
2720-05-10-00,120.5,22.541666666667,120.51,22.55,1
2720-05-10-01,120.51,22.541666666667,120.52,22.55,2
2720-05-10-02,120.52,22.541666666667,120.53,22.55,1
2720-05-10-03,120.53,22.541666666667,120.54,22.55,2
2720-05-10-10,120.5,22.55,120.51,22.558333333333,5
2720-05-10-11,120.51,22.55,120.52,22.558333333333,1
2720-05-10-12,120.52,22.55,120.53,22.558333333333,1
2720-05-10-13,120.53,22.55,120.54,22.558333333333,1
2720-05-10-20,120.5,22.558333333333,120.51,22.566666666667,1
2720-05-10-21,120.51,22.558333333333,120.52,22.566666666667,2
2720-05-10-22,120.52,22.558333333333,120.53,22.566666666667,1
2720-05-10-23,120.53,22.558333333333,120.54,22.566666666667,6
2720-05-10-24,120.54,22.558333333333,120.55,22.566666666667,2
2720-05-10-30,120.5,22.566666666667,120.51,22.575,3
2720-05-10-31,120.51,22.566666666667,120.52,22.575,1
2720-05-10-32,120.52,22.566666666667,120.53,22.575,1
2720-05-10-33,120.53,22.566666666667,120.54,22.575,3
2720-05-10-34,120.54,22.566666666667,120.55,22.575,3
2720-05-10-40,120.5,22.575,120.51,22.583333333333,2
2720-05-10-41,120.51,22.575,120.52,22.583333333333,1
2720-05-10-42,120.52,22.575,120.53,22.583333333333,1
2720-05-10-44,120.54,22.575,120.55,22.583333333333,1
2720-05-11-00,120.55,22.541666666667,120.56,22.55,1
2720-05-11-01,120.56,22.541666666667,120.57,22.55,1
2720-05-11-02,120.57,22.541666666667,120.58,22.55,1
2720-05-11-03,120.58,22.541666666667,120.59,22.55,3
2720-05-11-04,120.59,22.541666666667,120.6,22.55,1
2720-05-11-10,120.55,22.55,120.56,22.558333333333,2
2720-05-11-11,120.56,22.55,120.57,22.558333333333,1
2720-05-11-12,120.57,22.55,120.58,22.558333333333,1
2720-05-11-13,120.58,22.55,120.59,22.558333333333,1
2720-05-11-14,120.59,22.55,120.6,22.558333333333,1
2720-05-11-20,120.55,22.558333333333,120.56,22.566666666667,1
2720-05-11-21,120.56,22.558333333333,120.57,22.566666666667,3
2720-05-11-22,120.57,22.558333333333,120.58,22.566666666667,1
2720-05-11-23,120.58,22.558333333333,120.59,22.566666666667,1
2720-05-11-24,120.59,22.558333333333,120.6,22.566666666667,1
2720-05-11-30,120.55,22.566666666667,120.56,22.575,3
2720-05-11-31,120.56,22.566666666667,120.57,22.575,1
2720-05-11-32,120.57,22.566666666667,120.58,22.575,1
2720-05-11-33,120.58,22.566666666667,120.59,22.575,1
2720-05-11-34,120.59,22.566666666667,120.6,22.575,3
2720-05-11-40,120.55,22.575,120.56,22.583333333333,1
2720-05-11-41,120.56,22.575,120.57,22.583333333333,1
2720-05-11-42,120.57,22.575,120.58,22.583333333333,1
2720-05-11-43,120.58,22.575,120.59,22.583333333333,1
2720-05-11-44,120.59,22.575,120.6,22.583333333333,1
2720-06-00-00,120.6,22.5,120.61,22.508333333333,1
2720-06-00-01,120.61,22.5,120.62,22.508333333333,1
2720-06-00-02,120.62,22.5,120.63,22.508333333333,1
2720-06-00-03,120.63,22.5,120.64,22.508333333333,1
2720-06-00-10,120.6,22.508333333333,120.61,22.516666666667,1
2720-06-00-12,120.62,22.508333333333,120.63,22.516666666667,2
2720-06-00-13,120.63,22.508333333333,120.64,22.516666666667,2
2720-06-00-14,120.64,22.508333333333,120.65,22.516666666667,2
2720-06-00-20,120.6,22.516666666667,120.61,22.525,5
2720-06-00-22,120.62,22.516666666667,120.63,22.525,2
2720-06-00-23,120.63,22.516666666667,120.64,22.525,4
2720-06-00-24,120.64,22.516666666667,120.65,22.525,1
2720-06-00-30,120.6,22.525,120.61,22.533333333333,1
2720-06-00-31,120.61,22.525,120.62,22.533333333333,2
2720-06-00-32,120.62,22.525,120.63,22.533333333333,2
2720-06-00-33,120.63,22.525,120.64,22.533333333333,1
2720-06-00-34,120.64,22.525,120.65,22.533333333333,2
2720-06-00-40,120.6,22.533333333333,120.61,22.541666666667,1
2720-06-00-41,120.61,22.533333333333,120.62,22.541666666667,2
2720-06-00-42,120.62,22.533333333333,120.63,22.541666666667,1
2720-06-00-43,120.63,22.533333333333,120.64,22.541666666667,1
2720-06-00-44,120.64,22.533333333333,120.65,22.541666666667,1
2720-06-01-00,120.65,22.5,120.66,22.508333333333,3
2720-06-01-04,120.69,22.5,120.7,22.508333333333,1
2720-06-01-10,120.65,22.508333333333,120.66,22.516666666667,2
2720-06-01-11,120.66,22.508333333333,120.67,22.516666666667,3
2720-06-01-12,120.67,22.508333333333,120.68,22.516666666667,2
2720-06-01-13,120.68,22.508333333333,120.69,22.516666666667,2
2720-06-01-22,120.67,22.516666666667,120.68,22.525,2
2720-06-01-23,120.68,22.516666666667,120.69,22.525,2
2720-06-01-24,120.69,22.516666666667,120.7,22.525,3
2720-06-01-30,120.65,22.525,120.66,22.533333333333,1
2720-06-01-31,120.66,22.525,120.67,22.533333333333,3
2720-06-01-32,120.67,22.525,120.68,22.533333333333,1
2720-06-01-33,120.68,22.525,120.69,22.533333333333,4
2720-06-01-34,120.69,22.525,120.7,22.533333333333,4
2720-06-01-40,120.65,22.533333333333,120.66,22.541666666667,3
2720-06-01-41,120.66,22.533333333333,120.67,22.541666666667,2
2720-06-01-42,120.67,22.533333333333,120.68,22.541666666667,3
2720-06-01-44,120.69,22.533333333333,120.7,22.541666666667,1
2720-06-10-00,120.6,22.541666666667,120.61,22.55,1
2720-06-10-01,120.61,22.541666666667,120.62,22.55,2
2720-06-10-02,120.62,22.541666666667,120.63,22.55,1
2720-06-10-03,120.63,22.541666666667,120.64,22.55,1
2720-06-10-04,120.64,22.541666666667,120.65,22.55,1
2720-06-10-10,120.6,22.55,120.61,22.558333333333,1
2720-06-10-11,120.61,22.55,120.62,22.558333333333,1
2720-06-10-12,120.62,22.55,120.63,22.558333333333,1
2720-06-10-13,120.63,22.55,120.64,22.558333333333,2
2720-06-10-14,120.64,22.55,120.65,22.558333333333,1
2720-06-10-20,120.6,22.558333333333,120.61,22.566666666667,1
2720-06-10-21,120.61,22.558333333333,120.62,22.566666666667,3
2720-06-10-22,120.62,22.558333333333,120.63,22.566666666667,1
2720-06-10-23,120.63,22.558333333333,120.64,22.566666666667,1
2720-06-10-24,120.64,22.558333333333,120.65,22.566666666667,2
2720-06-10-30,120.6,22.566666666667,120.61,22.575,2
2720-06-10-31,120.61,22.566666666667,120.62,22.575,1
2720-06-10-32,120.62,22.566666666667,120.63,22.575,3
2720-06-10-33,120.63,22.566666666667,120.64,22.575,2
2720-06-10-34,120.64,22.566666666667,120.65,22.575,3
2720-06-10-40,120.6,22.575,120.61,22.583333333333,3
2720-06-10-41,120.61,22.575,120.62,22.583333333333,3
2720-06-10-42,120.62,22.575,120.63,22.583333333333,3
2720-06-10-43,120.63,22.575,120.64,22.583333333333,4
2720-06-10-44,120.64,22.575,120.65,22.583333333333,1
2720-06-11-00,120.65,22.541666666667,120.66,22.55,1
2720-06-11-01,120.66,22.541666666667,120.67,22.55,2
2720-06-11-03,120.68,22.541666666667,120.69,22.55,1
2720-06-11-10,120.65,22.55,120.66,22.558333333333,2
2720-06-11-14,120.69,22.55,120.7,22.558333333333,2
2720-06-11-20,120.65,22.558333333333,120.66,22.566666666667,1
2720-06-11-21,120.66,22.558333333333,120.67,22.566666666667,5
2720-06-11-22,120.67,22.558333333333,120.68,22.566666666667,4
2720-06-11-23,120.68,22.558333333333,120.69,22.566666666667,3
2720-06-11-24,120.69,22.558333333333,120.7,22.566666666667,2
2720-06-11-30,120.65,22.566666666667,120.66,22.575,3
2720-06-11-31,120.66,22.566666666667,120.67,22.575,2
2720-06-11-32,120.67,22.566666666667,120.68,22.575,1
2720-06-11-40,120.65,22.575,120.66,22.583333333333,5
2720-06-11-41,120.66,22.575,120.67,22.583333333333,2
2720-06-11-43,120.68,22.575,120.69,22.583333333333,1
2720-07-00-03,120.73,22.5,120.74,22.508333333333,1
2720-07-00-10,120.7,22.508333333333,120.71,22.516666666667,9
2720-07-00-11,120.71,22.508333333333,120.72,22.516666666667,2
2720-07-00-13,120.73,22.508333333333,120.74,22.516666666667,7
2720-07-00-14,120.74,22.508333333333,120.75,22.516666666667,1
2720-07-00-20,120.7,22.516666666667,120.71,22.525,1
2720-07-00-30,120.7,22.525,120.71,22.533333333333,1
2720-07-00-40,120.7,22.533333333333,120.71,22.541666666667,2
2720-07-00-43,120.73,22.533333333333,120.74,22.541666666667,1
2720-07-01-01,120.76,22.5,120.77,22.508333333333,1
2720-07-01-31,120.76,22.525,120.77,22.533333333333,1
2720-07-01-42,120.77,22.533333333333,120.78,22.541666666667,1
2720-07-01-43,120.78,22.533333333333,120.79,22.541666666667,1
2720-07-10-00,120.7,22.541666666667,120.71,22.55,4
2720-07-10-01,120.71,22.541666666667,120.72,22.55,2
2720-07-10-02,120.72,22.541666666667,120.73,22.55,2
2720-07-10-03,120.73,22.541666666667,120.74,22.55,1
2720-07-10-10,120.7,22.55,120.71,22.558333333333,1
2720-07-10-14,120.74,22.55,120.75,22.558333333333,1
2720-07-10-33,120.73,22.566666666667,120.74,22.575,4
2720-07-10-40,120.7,22.575,120.71,22.583333333333,1
2720-07-10-44,120.74,22.575,120.75,22.583333333333,1
2720-07-11-01,120.76,22.541666666667,120.77,22.55,1
2720-07-11-04,120.79,22.541666666667,120.8,22.55,3
2720-07-11-12,120.77,22.55,120.78,22.558333333333,1
2720-08-00-14,120.84,22.508333333333,120.85,22.516666666667,1
2720-08-00-21,120.81,22.516666666667,120.82,22.525,1
2720-08-00-40,120.8,22.533333333333,120.81,22.541666666667,1
2720-08-01-14,120.89,22.508333333333,120.9,22.516666666667,1
2720-08-01-21,120.86,22.516666666667,120.87,22.525,1
2720-08-01-22,120.87,22.516666666667,120.88,22.525,4
2720-08-01-23,120.88,22.516666666667,120.89,22.525,1
2720-08-01-34,120.89,22.525,120.9,22.533333333333,1
2720-08-10-03,120.83,22.541666666667,120.84,22.55,1
2720-08-10-04,120.84,22.541666666667,120.85,22.55,2
2720-08-11-00,120.85,22.541666666667,120.86,22.55,1
2720-08-11-22,120.87,22.558333333333,120.88,22.566666666667,4
2720-09-00-03,120.93,22.5,120.94,22.508333333333,2
2720-09-00-10,120.9,22.508333333333,120.91,22.516666666667,2
2720-09-00-11,120.91,22.508333333333,120.92,22.516666666667,1
2720-09-00-13,120.93,22.508333333333,120.94,22.516666666667,2
2720-09-00-20,120.9,22.516666666667,120.91,22.525,3
2720-09-00-21,120.91,22.516666666667,120.92,22.525,3
2720-09-00-22,120.92,22.516666666667,120.93,22.525,2
2720-09-00-23,120.93,22.516666666667,120.94,22.525,3
2720-09-00-31,120.91,22.525,120.92,22.533333333333,1
2720-09-00-32,120.92,22.525,120.93,22.533333333333,3
2720-09-00-33,120.93,22.525,120.94,22.533333333333,5
2720-09-00-34,120.94,22.525,120.95,22.533333333333,2
2720-09-00-40,120.9,22.533333333333,120.91,22.541666666667,2
2720-09-01-00,120.95,22.5,120.96,22.508333333333,2
2720-09-01-20,120.95,22.516666666667,120.96,22.525,1
2720-09-01-21,120.96,22.516666666667,120.97,22.525,4
2720-09-01-30,120.95,22.525,120.96,22.533333333333,4
2720-09-01-31,120.96,22.525,120.97,22.533333333333,4
2720-09-01-40,120.95,22.533333333333,120.96,22.541666666667,1
2720-09-01-41,120.96,22.533333333333,120.97,22.541666666667,4
2720-09-10-24,120.94,22.558333333333,120.95,22.566666666667,1
2720-09-11-02,120.97,22.541666666667,120.98,22.55,2
2720-09-11-10,120.95,22.55,120.96,22.558333333333,2
2720-09-11-12,120.97,22.55,120.98,22.558333333333,2
2720-09-11-30,120.95,22.566666666667,120.96,22.575,4
2720-09-11-31,120.96,22.566666666667,120.97,22.575,2
2720-09-11-33,120.98,22.566666666667,120.99,22.575,2
2720-09-11-41,120.96,22.575,120.97,22.583333333333,1
2720-09-11-44,120.99,22.575,121.0,22.583333333333,3
2720-10-00-40,120.0,22.616666666667,120.01,22.625,1
2720-10-11-24,120.09,22.641666666667,120.1,22.65,1
2720-11-00-04,120.14,22.583333333333,120.15,22.591666666667,1
2720-12-00-21,120.21,22.6,120.22,22.608333333333,1
2720-12-01-03,120.28,22.583333333333,120.29,22.591666666667,4
2720-12-01-12,120.27,22.591666666667,120.28,22.6,1
2720-12-01-13,120.28,22.591666666667,120.29,22.6,2
2720-12-01-30,120.25,22.608333333333,120.26,22.616666666667,1
2720-12-01-31,120.26,22.608333333333,120.27,22.616666666667,5
2720-12-01-41,120.26,22.616666666667,120.27,22.625,7
2720-12-01-42,120.27,22.616666666667,120.28,22.625,3
2720-12-01-43,120.28,22.616666666667,120.29,22.625,1
2720-12-01-44,120.29,22.616666666667,120.3,22.625,1
2720-12-10-04,120.24,22.625,120.25,22.633333333333,1
2720-12-10-14,120.24,22.633333333333,120.25,22.641666666667,2
2720-12-10-24,120.24,22.641666666667,120.25,22.65,1
2720-12-10-44,120.24,22.658333333333,120.25,22.666666666667,2
2720-12-11-00,120.25,22.625,120.26,22.633333333333,2
2720-12-11-01,120.26,22.625,120.27,22.633333333333,5
2720-12-11-02,120.27,22.625,120.28,22.633333333333,1
2720-12-11-03,120.28,22.625,120.29,22.633333333333,3
2720-12-11-04,120.29,22.625,120.3,22.633333333333,1
2720-12-11-10,120.25,22.633333333333,120.26,22.641666666667,1
2720-12-11-11,120.26,22.633333333333,120.27,22.641666666667,4
2720-12-11-12,120.27,22.633333333333,120.28,22.641666666667,3
2720-12-11-14,120.29,22.633333333333,120.3,22.641666666667,2
2720-12-11-20,120.25,22.641666666667,120.26,22.65,2
2720-12-11-21,120.26,22.641666666667,120.27,22.65,6
2720-12-11-22,120.27,22.641666666667,120.28,22.65,6
2720-12-11-23,120.28,22.641666666667,120.29,22.65,4
2720-12-11-24,120.29,22.641666666667,120.3,22.65,1
2720-12-11-30,120.25,22.65,120.26,22.658333333333,3
2720-12-11-31,120.26,22.65,120.27,22.658333333333,7
2720-12-11-32,120.27,22.65,120.28,22.658333333333,4
2720-12-11-33,120.28,22.65,120.29,22.658333333333,3
2720-12-11-34,120.29,22.65,120.3,22.658333333333,1
2720-12-11-41,120.26,22.658333333333,120.27,22.666666666667,3
2720-12-11-42,120.27,22.658333333333,120.28,22.666666666667,1
2720-12-11-43,120.28,22.658333333333,120.29,22.666666666667,6
2720-12-11-44,120.29,22.658333333333,120.3,22.666666666667,1
2720-13-00-02,120.32,22.583333333333,120.33,22.591666666667,1
2720-13-00-03,120.33,22.583333333333,120.34,22.591666666667,1
2720-13-00-04,120.34,22.583333333333,120.35,22.591666666667,1
2720-13-00-12,120.32,22.591666666667,120.33,22.6,1
2720-13-00-20,120.3,22.6,120.31,22.608333333333,1
2720-13-00-21,120.31,22.6,120.32,22.608333333333,1
2720-13-00-24,120.34,22.6,120.35,22.608333333333,1
2720-13-00-31,120.31,22.608333333333,120.32,22.616666666667,2
2720-13-00-32,120.32,22.608333333333,120.33,22.616666666667,1
2720-13-00-33,120.33,22.608333333333,120.34,22.616666666667,1
2720-13-00-34,120.34,22.608333333333,120.35,22.616666666667,1
2720-13-00-41,120.31,22.616666666667,120.32,22.625,1
2720-13-00-43,120.33,22.616666666667,120.34,22.625,5
2720-13-00-44,120.34,22.616666666667,120.35,22.625,3
2720-13-01-00,120.35,22.583333333333,120.36,22.591666666667,1
2720-13-01-01,120.36,22.583333333333,120.37,22.591666666667,1
2720-13-01-03,120.38,22.583333333333,120.39,22.591666666667,9
2720-13-01-10,120.35,22.591666666667,120.36,22.6,2
2720-13-01-11,120.36,22.591666666667,120.37,22.6,1
2720-13-01-20,120.35,22.6,120.36,22.608333333333,3
2720-13-01-21,120.36,22.6,120.37,22.608333333333,1
2720-13-01-22,120.37,22.6,120.38,22.608333333333,2
2720-13-01-23,120.38,22.6,120.39,22.608333333333,1
2720-13-01-30,120.35,22.608333333333,120.36,22.616666666667,1
2720-13-01-31,120.36,22.608333333333,120.37,22.616666666667,1
2720-13-01-32,120.37,22.608333333333,120.38,22.616666666667,7
2720-13-01-33,120.38,22.608333333333,120.39,22.616666666667,2
2720-13-01-40,120.35,22.616666666667,120.36,22.625,1
2720-13-01-41,120.36,22.616666666667,120.37,22.625,1
2720-13-01-42,120.37,22.616666666667,120.38,22.625,2
2720-13-01-43,120.38,22.616666666667,120.39,22.625,1
2720-13-01-44,120.39,22.616666666667,120.4,22.625,1
2720-13-10-00,120.3,22.625,120.31,22.633333333333,1
2720-13-10-01,120.31,22.625,120.32,22.633333333333,1
2720-13-10-04,120.34,22.625,120.35,22.633333333333,4
2720-13-10-10,120.3,22.633333333333,120.31,22.641666666667,1
2720-13-10-13,120.33,22.633333333333,120.34,22.641666666667,1
2720-13-10-22,120.32,22.641666666667,120.33,22.65,3
2720-13-10-24,120.34,22.641666666667,120.35,22.65,4
2720-13-10-30,120.3,22.65,120.31,22.658333333333,2
2720-13-10-31,120.31,22.65,120.32,22.658333333333,2
2720-13-10-32,120.32,22.65,120.33,22.658333333333,2
2720-13-10-34,120.34,22.65,120.35,22.658333333333,2
2720-13-10-40,120.3,22.658333333333,120.31,22.666666666667,1
2720-13-10-41,120.31,22.658333333333,120.32,22.666666666667,1
2720-13-10-42,120.32,22.658333333333,120.33,22.666666666667,4
2720-13-10-43,120.33,22.658333333333,120.34,22.666666666667,3
2720-13-10-44,120.34,22.658333333333,120.35,22.666666666667,3
2720-13-11-01,120.36,22.625,120.37,22.633333333333,2
2720-13-11-02,120.37,22.625,120.38,22.633333333333,1
2720-13-11-03,120.38,22.625,120.39,22.633333333333,2
2720-13-11-12,120.37,22.633333333333,120.38,22.641666666667,1
2720-13-11-20,120.35,22.641666666667,120.36,22.65,3
2720-13-11-21,120.36,22.641666666667,120.37,22.65,1
2720-13-11-22,120.37,22.641666666667,120.38,22.65,1
2720-13-11-24,120.39,22.641666666667,120.4,22.65,1
2720-13-11-30,120.35,22.65,120.36,22.658333333333,18
2720-13-11-31,120.36,22.65,120.37,22.658333333333,1
2720-13-11-32,120.37,22.65,120.38,22.658333333333,1
2720-13-11-34,120.39,22.65,120.4,22.658333333333,1
2720-13-11-40,120.35,22.658333333333,120.36,22.666666666667,14
2720-13-11-41,120.36,22.658333333333,120.37,22.666666666667,3
2720-13-11-42,120.37,22.658333333333,120.38,22.666666666667,5
2720-13-11-43,120.38,22.658333333333,120.39,22.666666666667,1
2720-14-00-00,120.4,22.583333333333,120.41,22.591666666667,1
2720-14-00-03,120.43,22.583333333333,120.44,22.591666666667,5
2720-14-00-04,120.44,22.583333333333,120.45,22.591666666667,1
2720-14-00-11,120.41,22.591666666667,120.42,22.6,9
2720-14-00-12,120.42,22.591666666667,120.43,22.6,1
2720-14-00-13,120.43,22.591666666667,120.44,22.6,2
2720-14-00-14,120.44,22.591666666667,120.45,22.6,1
2720-14-00-23,120.43,22.6,120.44,22.608333333333,1
2720-14-00-24,120.44,22.6,120.45,22.608333333333,2
2720-14-00-30,120.4,22.608333333333,120.41,22.616666666667,1
2720-14-00-32,120.42,22.608333333333,120.43,22.616666666667,1
2720-14-00-33,120.43,22.608333333333,120.44,22.616666666667,2
2720-14-00-40,120.4,22.616666666667,120.41,22.625,3
2720-14-00-41,120.41,22.616666666667,120.42,22.625,1
